episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/allreduce_latency,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-455.97829994685276,-49848.63584881672,-8006.389270745293,242.0,20,5,4840,False,20,1,b13a79a662c14cbb8c42cac232aa41e6,2021-06-06_21-37-17,1623004637,7.648004055023193,7.648004055023193,4231,hany606,192.168.0.107,7.648004055023193,0,1,252c3_00000,"[-1153.3138887132168, -4659.674321760148, -12919.352277326338, -16502.041547080782, -6461.355183619773, -9790.426309797083, -49848.63584881672, -7092.09949410272, -5239.459842917762, -7884.147741969173, -6102.098442029469, -9188.926665499712, -455.97829994685276, -2903.8164766766226, -1182.0483246998851, -2034.3392076585603, -533.9185325363994, -3432.4133435895988, -3544.4919410020075, -9199.247725163053]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.669301577273783,0.1744865263947762,0.8231864748109358,0.060557285698574756,1713.02,2825.419,5928.503,816.395,2.203,4840,4840,18.327272727272728,41.263636363636365,0.1781818181818182,0.22043999142078008,0.0,0.20000000000000004,4.999999999999999e-05,23055882.236842107,-0.028932933499546426,23055882.39473684,0.0017775595,0.024033415768491596,5.671373580631457,0.0
-309.9896691438843,-49848.63584881672,-6540.165481180909,242.0,20,5,9680,False,40,2,b13a79a662c14cbb8c42cac232aa41e6,2021-06-06_21-37-25,1623004645,7.30587100982666,14.953875064849854,4231,hany606,192.168.0.107,14.953875064849854,0,2,252c3_00000,"[-2468.8815199647083, -8857.924541587065, -4974.665875637241, -24279.710887644436, -310.49995066241087, -14713.846470939328, -1647.4755933400052, -1584.2362336692636, -8146.056753744116, -5654.480899897678, -7186.738528547323, -3347.7951241943247, -5971.712645525724, -1883.4983671384914, -1738.0886310319593, -416.0423687734009, -309.9896691438843, -440.0903368955849, -6014.044776410608, -1533.0546575829394, -1153.3138887132168, -4659.674321760148, -12919.352277326338, -16502.041547080782, -6461.355183619773, -9790.426309797083, -49848.63584881672, -7092.09949410272, -5239.459842917762, -7884.147741969173, -6102.098442029469, -9188.926665499712, -455.97829994685276, -2903.8164766766226, -1182.0483246998851, -2034.3392076585603, -533.9185325363994, -3432.4133435895988, -3544.4919410020075, -9199.247725163053]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.6503405092003322,0.17522690713832698,0.8232164275649876,0.06043917161225445,1688.773,2865.986,5782.134,837.061,2.173,9680,9680,18.75,41.3,0.24900000000000003,0.22093023255813954,0.0,0.30000000000000016,4.999999999999999e-05,7603202.90131579,-0.02506433505760996,7603203.019736842,-0.0003699425,0.014637616806124387,5.648865348414371,0.0
-309.9896691438843,-49848.63584881672,-5307.253438097582,242.0,20,5,14520,False,60,3,b13a79a662c14cbb8c42cac232aa41e6,2021-06-06_21-37-32,1623004652,7.362397193908691,22.316272258758545,4231,hany606,192.168.0.107,22.316272258758545,0,3,252c3_00000,"[-1045.5148573352333, -729.1273404166907, -479.68090845215534, -492.1916170698396, -2330.80406023944, -2405.3817549189394, -4379.909407272987, -2053.6923636733536, -319.07331026985463, -15344.12772351579, -3953.796839658711, -766.0365999309265, -936.6062821122528, -2908.7146634008486, -2480.5114924274094, -486.26251723416, -10194.614146373196, -3260.0145286941574, -861.0851653810184, -1401.4414602415466, -1153.3138887132168, -4659.674321760148, -12919.352277326338, -16502.041547080782, -6461.355183619773, -9790.426309797083, -49848.63584881672, -7092.09949410272, -5239.459842917762, -7884.147741969173, -6102.098442029469, -9188.926665499712, -455.97829994685276, -2903.8164766766226, -1182.0483246998851, -2034.3392076585603, -533.9185325363994, -3432.4133435895988, -3544.4919410020075, -9199.247725163053, -2468.8815199647083, -8857.924541587065, -4974.665875637241, -24279.710887644436, -310.49995066241087, -14713.846470939328, -1647.4755933400052, -1584.2362336692636, -8146.056753744116, -5654.480899897678, -7186.738528547323, -3347.7951241943247, -5971.712645525724, -1883.4983671384914, -1738.0886310319593, -416.0423687734009, -309.9896691438843, -440.0903368955849, -6014.044776410608, -1533.0546575829394]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.6398811847201107,0.17523053921518084,0.823791385136289,0.060358154349463816,1679.554,2881.718,5753.238,841.265,2.107,14520,14520,19.599999999999998,41.3,0.22000000000000003,0.2209133805190428,0.0,0.30000000000000016,4.999999999999999e-05,2456110.9539473685,-0.02255285428346772,2456110.9967105263,0.0034310378,0.016017025728759012,5.60867516618026,0.0
-309.9896691438843,-49848.63584881672,-4449.910746766434,242.0,20,5,19360,False,80,4,b13a79a662c14cbb8c42cac232aa41e6,2021-06-06_21-37-39,1623004659,7.3411242961883545,29.6573965549469,4231,hany606,192.168.0.107,29.6573965549469,0,4,252c3_00000,"[-869.1381008408638, -585.1083577281731, -1996.150414753755, -942.372560240369, -2069.665918444234, -717.2107351064327, -413.7049554362168, -1972.8390234619742, -3713.062950034231, -2585.633206662501, -434.2194953684979, -768.5117001940015, -8266.525726618238, -804.6905129821388, -530.9842307535228, -540.6881820621184, -2394.235967401069, -974.9951101554685, -5358.085790267675, -1619.830516948385, -1153.3138887132168, -4659.674321760148, -12919.352277326338, -16502.041547080782, -6461.355183619773, -9790.426309797083, -49848.63584881672, -7092.09949410272, -5239.459842917762, -7884.147741969173, -6102.098442029469, -9188.926665499712, -455.97829994685276, -2903.8164766766226, -1182.0483246998851, -2034.3392076585603, -533.9185325363994, -3432.4133435895988, -3544.4919410020075, -9199.247725163053, -2468.8815199647083, -8857.924541587065, -4974.665875637241, -24279.710887644436, -310.49995066241087, -14713.846470939328, -1647.4755933400052, -1584.2362336692636, -8146.056753744116, -5654.480899897678, -7186.738528547323, -3347.7951241943247, -5971.712645525724, -1883.4983671384914, -1738.0886310319593, -416.0423687734009, -309.9896691438843, -440.0903368955849, -6014.044776410608, -1533.0546575829394, -1045.5148573352333, -729.1273404166907, -479.68090845215534, -492.1916170698396, -2330.80406023944, -2405.3817549189394, -4379.909407272987, -2053.6923636733536, -319.07331026985463, -15344.12772351579, -3953.796839658711, -766.0365999309265, -936.6062821122528, -2908.7146634008486, -2480.5114924274094, -486.26251723416, -10194.614146373196, -3260.0145286941574, -861.0851653810184, -1401.4414602415466]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.6340099208113701,0.17518538562707953,0.8251724922147622,0.06037591699594254,1693.118,2858.631,5715.286,846.852,2.128,19360,19360,19.788888888888888,41.3,0.24555555555555555,0.22093023255813954,0.0,0.30000000000000016,4.999999999999999e-05,774029.2976973684,-0.021183941464282964,774029.3141447369,0.0030584305,0.01407655960831203,5.581460777081941,0.0
-309.9896691438843,-49848.63584881672,-3862.323247932775,242.0,20,5,24200,False,100,5,b13a79a662c14cbb8c42cac232aa41e6,2021-06-06_21-37-47,1623004667,7.275225639343262,36.93262219429016,4231,hany606,192.168.0.107,36.93262219429016,0,5,252c3_00000,"[-1510.1272824205694, -6216.033062685345, -532.2521307597136, -4463.702530074538, -1653.4400046232277, -625.3555835970718, -769.5330293378958, -2961.7614017187434, -397.8863724725637, -642.5026462376314, -2282.590007494978, -388.1395630385358, -377.97744997735964, -385.0321718301941, -2595.755747283729, -1312.6289219148882, -1434.6503272021612, -720.290170698143, -589.3375737401192, -380.46907485533893, -1153.3138887132168, -4659.674321760148, -12919.352277326338, -16502.041547080782, -6461.355183619773, -9790.426309797083, -49848.63584881672, -7092.09949410272, -5239.459842917762, -7884.147741969173, -6102.098442029469, -9188.926665499712, -455.97829994685276, -2903.8164766766226, -1182.0483246998851, -2034.3392076585603, -533.9185325363994, -3432.4133435895988, -3544.4919410020075, -9199.247725163053, -2468.8815199647083, -8857.924541587065, -4974.665875637241, -24279.710887644436, -310.49995066241087, -14713.846470939328, -1647.4755933400052, -1584.2362336692636, -8146.056753744116, -5654.480899897678, -7186.738528547323, -3347.7951241943247, -5971.712645525724, -1883.4983671384914, -1738.0886310319593, -416.0423687734009, -309.9896691438843, -440.0903368955849, -6014.044776410608, -1533.0546575829394, -1045.5148573352333, -729.1273404166907, -479.68090845215534, -492.1916170698396, -2330.80406023944, -2405.3817549189394, -4379.909407272987, -2053.6923636733536, -319.07331026985463, -15344.12772351579, -3953.796839658711, -766.0365999309265, -936.6062821122528, -2908.7146634008486, -2480.5114924274094, -486.26251723416, -10194.614146373196, -3260.0145286941574, -861.0851653810184, -1401.4414602415466, -869.1381008408638, -585.1083577281731, -1996.150414753755, -942.372560240369, -2069.665918444234, -717.2107351064327, -413.7049554362168, -1972.8390234619742, -3713.062950034231, -2585.633206662501, -434.2194953684979, -768.5117001940015, -8266.525726618238, -804.6905129821388, -530.9842307535228, -540.6881820621184, -2394.235967401069, -974.9951101554685, -5358.085790267675, -1619.830516948385]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.6304710295726693,0.17518078690195105,0.8266532192159581,0.06043205992978404,1699.009,2848.72,5681.55,851.88,2.167,24200,24200,18.8,41.3,0.227,0.22093023255813954,0.0,0.30000000000000016,4.999999999999999e-05,488445.04111842107,-0.02880913465234794,488445.0674342105,0.0018776483,0.01898430738794176,5.6005352923744605,0.0
-302.0005247883552,-24279.710887644436,-2424.2600418904967,242.0,20,5,29040,False,120,6,b13a79a662c14cbb8c42cac232aa41e6,2021-06-06_21-37-54,1623004674,7.323953628540039,44.2565758228302,4231,hany606,192.168.0.107,44.2565758228302,0,6,252c3_00000,"[-1810.888120782237, -1066.7012693196307, -372.4389112147171, -495.4749025429537, -302.0005247883552, -691.0600360338848, -354.1894240054822, -1580.865310216278, -355.85261174382447, -762.8988190301626, -707.9342617779597, -3581.3532595665106, -335.53710085428685, -577.1358608340671, -334.638396378102, -514.3788771750042, -832.3911710947824, -630.095811424227, -672.0767800582141, -343.5533618374023, -2468.8815199647083, -8857.924541587065, -4974.665875637241, -24279.710887644436, -310.49995066241087, -14713.846470939328, -1647.4755933400052, -1584.2362336692636, -8146.056753744116, -5654.480899897678, -7186.738528547323, -3347.7951241943247, -5971.712645525724, -1883.4983671384914, -1738.0886310319593, -416.0423687734009, -309.9896691438843, -440.0903368955849, -6014.044776410608, -1533.0546575829394, -1045.5148573352333, -729.1273404166907, -479.68090845215534, -492.1916170698396, -2330.80406023944, -2405.3817549189394, -4379.909407272987, -2053.6923636733536, -319.07331026985463, -15344.12772351579, -3953.796839658711, -766.0365999309265, -936.6062821122528, -2908.7146634008486, -2480.5114924274094, -486.26251723416, -10194.614146373196, -3260.0145286941574, -861.0851653810184, -1401.4414602415466, -869.1381008408638, -585.1083577281731, -1996.150414753755, -942.372560240369, -2069.665918444234, -717.2107351064327, -413.7049554362168, -1972.8390234619742, -3713.062950034231, -2585.633206662501, -434.2194953684979, -768.5117001940015, -8266.525726618238, -804.6905129821388, -530.9842307535228, -540.6881820621184, -2394.235967401069, -974.9951101554685, -5358.085790267675, -1619.830516948385, -1510.1272824205694, -6216.033062685345, -532.2521307597136, -4463.702530074538, -1653.4400046232277, -625.3555835970718, -769.5330293378958, -2961.7614017187434, -397.8863724725637, -642.5026462376314, -2282.590007494978, -388.1395630385358, -377.97744997735964, -385.0321718301941, -2595.755747283729, -1312.6289219148882, -1434.6503272021612, -720.290170698143, -589.3375737401192, -380.46907485533893]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.6199618888781344,0.17532116408123333,0.8289783792454654,0.06047915901589878,1702.874,2842.254,5667.113,854.05,2.187,29040,29040,19.02,41.339999999999996,0.254,0.22089652847994606,0.0,0.30000000000000016,4.999999999999999e-05,108959.11430921052,-0.024965625158266017,108959.13548519737,0.00091153226,0.014486830289426603,5.49596905708313,0.0
-302.0005247883552,-15344.12772351579,-1637.6551103442494,242.0,20,5,33880,False,140,7,b13a79a662c14cbb8c42cac232aa41e6,2021-06-06_21-38-01,1623004681,7.33421778678894,51.59079360961914,4231,hany606,192.168.0.107,51.59079360961914,0,7,252c3_00000,"[-712.4712063423201, -1173.8822567125326, -1780.742324215423, -479.27799577710783, -1728.9536479041037, -2072.766773850644, -2766.057915585898, -1311.1890285049055, -386.80120298976647, -845.8384613992044, -402.5162178675673, -2879.8512365504607, -1406.1944435907928, -418.0882113311718, -420.44966159173254, -500.4897329783637, -422.1385637690019, -561.5390019327365, -1225.9123932851505, -1323.1804015268501, -1045.5148573352333, -729.1273404166907, -479.68090845215534, -492.1916170698396, -2330.80406023944, -2405.3817549189394, -4379.909407272987, -2053.6923636733536, -319.07331026985463, -15344.12772351579, -3953.796839658711, -766.0365999309265, -936.6062821122528, -2908.7146634008486, -2480.5114924274094, -486.26251723416, -10194.614146373196, -3260.0145286941574, -861.0851653810184, -1401.4414602415466, -869.1381008408638, -585.1083577281731, -1996.150414753755, -942.372560240369, -2069.665918444234, -717.2107351064327, -413.7049554362168, -1972.8390234619742, -3713.062950034231, -2585.633206662501, -434.2194953684979, -768.5117001940015, -8266.525726618238, -804.6905129821388, -530.9842307535228, -540.6881820621184, -2394.235967401069, -974.9951101554685, -5358.085790267675, -1619.830516948385, -1510.1272824205694, -6216.033062685345, -532.2521307597136, -4463.702530074538, -1653.4400046232277, -625.3555835970718, -769.5330293378958, -2961.7614017187434, -397.8863724725637, -642.5026462376314, -2282.590007494978, -388.1395630385358, -377.97744997735964, -385.0321718301941, -2595.755747283729, -1312.6289219148882, -1434.6503272021612, -720.290170698143, -589.3375737401192, -380.46907485533893, -1810.888120782237, -1066.7012693196307, -372.4389112147171, -495.4749025429537, -302.0005247883552, -691.0600360338848, -354.1894240054822, -1580.865310216278, -355.85261174382447, -762.8988190301626, -707.9342617779597, -3581.3532595665106, -335.53710085428685, -577.1358608340671, -334.638396378102, -514.3788771750042, -832.3911710947824, -630.095811424227, -672.0767800582141, -343.5533618374023]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.6173760790931562,0.1752094668995312,0.8317654467987077,0.06059548921470039,1708.192,2833.405,5655.698,855.774,2.178,33880,33880,19.029999999999994,41.32,0.23400000000000004,0.22093023255813954,0.0,0.30000000000000016,4.999999999999999e-05,159114.0316611842,-0.01827780088703883,159114.04749177632,0.0005702031,0.013381833088045058,5.549882562536943,0.0
-302.0005247883552,-8266.525726618238,-1265.359380694659,242.0,20,5,38720,False,160,8,b13a79a662c14cbb8c42cac232aa41e6,2021-06-06_21-38-09,1623004689,7.405730724334717,58.99652433395386,4231,hany606,192.168.0.107,58.99652433395386,0,8,252c3_00000,"[-2023.754253035576, -1459.6307200977024, -368.63275088224424, -378.6168478912923, -373.6162495379698, -714.6067822320344, -482.7115203426873, -479.83139514507997, -705.0356949580106, -313.22738202456105, -771.7718417974888, -409.47643033983684, -448.41492871568664, -2974.4907827123434, -639.6470912669287, -568.7328997084888, -893.1009784974585, -4614.381851035438, -580.8525293370785, -398.48114410157046, -869.1381008408638, -585.1083577281731, -1996.150414753755, -942.372560240369, -2069.665918444234, -717.2107351064327, -413.7049554362168, -1972.8390234619742, -3713.062950034231, -2585.633206662501, -434.2194953684979, -768.5117001940015, -8266.525726618238, -804.6905129821388, -530.9842307535228, -540.6881820621184, -2394.235967401069, -974.9951101554685, -5358.085790267675, -1619.830516948385, -1510.1272824205694, -6216.033062685345, -532.2521307597136, -4463.702530074538, -1653.4400046232277, -625.3555835970718, -769.5330293378958, -2961.7614017187434, -397.8863724725637, -642.5026462376314, -2282.590007494978, -388.1395630385358, -377.97744997735964, -385.0321718301941, -2595.755747283729, -1312.6289219148882, -1434.6503272021612, -720.290170698143, -589.3375737401192, -380.46907485533893, -1810.888120782237, -1066.7012693196307, -372.4389112147171, -495.4749025429537, -302.0005247883552, -691.0600360338848, -354.1894240054822, -1580.865310216278, -355.85261174382447, -762.8988190301626, -707.9342617779597, -3581.3532595665106, -335.53710085428685, -577.1358608340671, -334.638396378102, -514.3788771750042, -832.3911710947824, -630.095811424227, -672.0767800582141, -343.5533618374023, -712.4712063423201, -1173.8822567125326, -1780.742324215423, -479.27799577710783, -1728.9536479041037, -2072.766773850644, -2766.057915585898, -1311.1890285049055, -386.80120298976647, -845.8384613992044, -402.5162178675673, -2879.8512365504607, -1406.1944435907928, -418.0882113311718, -420.44966159173254, -500.4897329783637, -422.1385637690019, -561.5390019327365, -1225.9123932851505, -1323.1804015268501]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.6183131421662478,0.17548708156096227,0.8355554849503792,0.06082542016243044,1722.755,2809.454,5645.568,857.31,2.193,38720,38720,19.720000000000002,41.3,0.26,0.2209133805190428,0.0,0.30000000000000016,4.999999999999999e-05,186549.7267680921,-0.022734880839523516,186549.74465460525,0.0002986867,0.017764289569305747,5.5409933516853735,0.0
-302.0005247883552,-9729.168881080168,-1222.2220841073959,242.0,20,5,43560,False,180,9,b13a79a662c14cbb8c42cac232aa41e6,2021-06-06_21-38-16,1623004696,7.393187046051025,66.38971138000488,4231,hany606,192.168.0.107,66.38971138000488,0,9,252c3_00000,"[-2951.9253925605535, -707.3714040179838, -1302.748505464464, -525.1835670602475, -392.1474909566966, -394.1628011439407, -353.3759679345902, -407.15334068878536, -1116.360408657682, -355.5176005788156, -1733.7876779514245, -388.61962745209973, -764.127444443559, -9729.168881080168, -492.2184810528672, -6536.356132655826, -3761.8392391078005, -515.5680829249111, -478.39815419195304, -337.8935968091906, -1510.1272824205694, -6216.033062685345, -532.2521307597136, -4463.702530074538, -1653.4400046232277, -625.3555835970718, -769.5330293378958, -2961.7614017187434, -397.8863724725637, -642.5026462376314, -2282.590007494978, -388.1395630385358, -377.97744997735964, -385.0321718301941, -2595.755747283729, -1312.6289219148882, -1434.6503272021612, -720.290170698143, -589.3375737401192, -380.46907485533893, -1810.888120782237, -1066.7012693196307, -372.4389112147171, -495.4749025429537, -302.0005247883552, -691.0600360338848, -354.1894240054822, -1580.865310216278, -355.85261174382447, -762.8988190301626, -707.9342617779597, -3581.3532595665106, -335.53710085428685, -577.1358608340671, -334.638396378102, -514.3788771750042, -832.3911710947824, -630.095811424227, -672.0767800582141, -343.5533618374023, -712.4712063423201, -1173.8822567125326, -1780.742324215423, -479.27799577710783, -1728.9536479041037, -2072.766773850644, -2766.057915585898, -1311.1890285049055, -386.80120298976647, -845.8384613992044, -402.5162178675673, -2879.8512365504607, -1406.1944435907928, -418.0882113311718, -420.44966159173254, -500.4897329783637, -422.1385637690019, -561.5390019327365, -1225.9123932851505, -1323.1804015268501, -2023.754253035576, -1459.6307200977024, -368.63275088224424, -378.6168478912923, -373.6162495379698, -714.6067822320344, -482.7115203426873, -479.83139514507997, -705.0356949580106, -313.22738202456105, -771.7718417974888, -409.47643033983684, -448.41492871568664, -2974.4907827123434, -639.6470912669287, -568.7328997084888, -893.1009784974585, -4614.381851035438, -580.8525293370785, -398.48114410157046]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.6200354973054705,0.1759672593470959,0.8391227098783475,0.06105939530150008,1725.176,2805.511,5645.209,857.364,2.194,43560,43560,19.42,41.33,0.22600000000000003,0.22093023255813954,0.0,0.30000000000000016,4.999999999999999e-05,872580.8199013158,-0.02884151002294139,872580.8412828947,7.025348e-05,0.017792484674014543,5.5532839800182145,0.0
-285.774604972115,-9729.168881080168,-1029.611966556059,242.0,20,5,48400,False,200,10,b13a79a662c14cbb8c42cac232aa41e6,2021-06-06_21-38-24,1623004704,7.432585000991821,73.8222963809967,4231,hany606,192.168.0.107,73.8222963809967,0,10,252c3_00000,"[-1517.8592807792454, -550.6078810347832, -659.1520265026084, -446.8379861113111, -310.926576091928, -537.7715892513886, -458.97152824261866, -431.91644313110294, -417.4350766510305, -394.97263724836404, -609.384788507406, -285.774604972115, -486.0788488003581, -819.2646537192467, -475.0533189659816, -671.9256946679493, -406.9914692250656, -358.7451879159831, -421.5969471596466, -717.1867578509309, -1810.888120782237, -1066.7012693196307, -372.4389112147171, -495.4749025429537, -302.0005247883552, -691.0600360338848, -354.1894240054822, -1580.865310216278, -355.85261174382447, -762.8988190301626, -707.9342617779597, -3581.3532595665106, -335.53710085428685, -577.1358608340671, -334.638396378102, -514.3788771750042, -832.3911710947824, -630.095811424227, -672.0767800582141, -343.5533618374023, -712.4712063423201, -1173.8822567125326, -1780.742324215423, -479.27799577710783, -1728.9536479041037, -2072.766773850644, -2766.057915585898, -1311.1890285049055, -386.80120298976647, -845.8384613992044, -402.5162178675673, -2879.8512365504607, -1406.1944435907928, -418.0882113311718, -420.44966159173254, -500.4897329783637, -422.1385637690019, -561.5390019327365, -1225.9123932851505, -1323.1804015268501, -2023.754253035576, -1459.6307200977024, -368.63275088224424, -378.6168478912923, -373.6162495379698, -714.6067822320344, -482.7115203426873, -479.83139514507997, -705.0356949580106, -313.22738202456105, -771.7718417974888, -409.47643033983684, -448.41492871568664, -2974.4907827123434, -639.6470912669287, -568.7328997084888, -893.1009784974585, -4614.381851035438, -580.8525293370785, -398.48114410157046, -2951.9253925605535, -707.3714040179838, -1302.748505464464, -525.1835670602475, -392.1474909566966, -394.1628011439407, -353.3759679345902, -407.15334068878536, -1116.360408657682, -355.5176005788156, -1733.7876779514245, -388.61962745209973, -764.127444443559, -9729.168881080168, -492.2184810528672, -6536.356132655826, -3761.8392391078005, -515.5680829249111, -478.39815419195304, -337.8935968091906]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.6222680340762013,0.17676345221650067,0.8425427345170039,0.061293848918076356,1730.039,2797.625,5645.986,857.246,2.185,48400,48400,19.74,41.31,0.227,0.22089652847994606,0.0,0.30000000000000016,4.999999999999999e-05,14776.257863898027,-0.02567109769504321,14776.279142680922,1.5851698e-05,0.015005884618547401,5.4409237284409375,0.0
