episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
-3730.020218601389,-3909.247796277272,-3823.9845252328937,242.0,20,5,4840,4840,False,20,1,4b86afa8303e424895e4a43da86efab7,2021-06-19_21-14-56,1624126496,11.142362356185913,11.142362356185913,25118,hany606,192.168.0.103,11.142362356185913,0,1,24a0f_00000,"[-3807.1258778372744, -3730.020218601389, -3814.721718533863, -3796.064926505273, -3827.9853347110084, -3840.8060408287897, -3909.247796277272, -3889.0295018114857, -3744.6256786464405, -3744.7570546809493, -3814.753238320407, -3871.557074848056, -3830.802924969314, -3874.2083171023005, -3820.6803321375355, -3827.8081365726175, -3877.8914238601283, -3828.4489234118855, -3854.976225514064, -3774.179759487814]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.20061730108270953,1.334983424136513,0.08245124659425089,2.2492302460567126,0.0,4084.059,1185.095,7051.96,686.334,2.378,4840,4840,4840,29.207142857142863,91.24285714285715,0.23357142857142857,0.3711781982762772,0.0,0.20000000000000004,4.999999999999999e-05,1118642.5559210526,-0.01265828801613105,1118642.5657894737,0.00026525793,0.011136831960787899,5.635747570740549,0.0
-3730.020218601389,-3917.7792226768197,-3830.1387375611275,242.0,20,5,9680,9680,False,40,2,4b86afa8303e424895e4a43da86efab7,2021-06-19_21-15-06,1624126506,10.088985204696655,21.23134756088257,25118,hany606,192.168.0.103,21.23134756088257,0,2,24a0f_00000,"[-3807.1258778372744, -3730.020218601389, -3814.721718533863, -3796.064926505273, -3827.9853347110084, -3840.8060408287897, -3909.247796277272, -3889.0295018114857, -3744.6256786464405, -3744.7570546809493, -3814.753238320407, -3871.557074848056, -3830.802924969314, -3874.2083171023005, -3820.6803321375355, -3827.8081365726175, -3877.8914238601283, -3828.4489234118855, -3854.976225514064, -3774.179759487814, -3788.70623912526, -3785.043830073222, -3873.2409464868556, -3836.233278026483, -3764.3673418086073, -3873.1233615221154, -3775.3890992393876, -3738.103316300479, -3869.890737839575, -3907.402889850246, -3857.1297795100654, -3877.133250361068, -3812.5900079470302, -3875.6955287883366, -3917.7792226768197, -3832.48228151813, -3900.4015040364857, -3823.114723912043, -3871.9200891271917, -3746.1115696378433]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.20234413410695362,1.2723635244741358,0.08008764244360503,2.1793583615257033,0.0,3778.642,1280.883,6830.282,708.609,2.342,9680,9680,9680,32.31538461538462,91.22307692307693,0.24076923076923076,0.37134116304995973,0.0,0.20000000000000004,4.999999999999999e-05,1106553.7434210526,-0.010006122095020194,1106553.7483552631,-9.343812e-06,0.009521471606077333,5.645761151062815,0.0
-3696.7565007046564,-3917.7792226768197,-3825.5662292608404,242.0,20,5,14520,14520,False,60,3,4b86afa8303e424895e4a43da86efab7,2021-06-19_21-15-16,1624126516,9.780021667480469,31.011369228363037,25118,hany606,192.168.0.103,31.011369228363037,0,3,24a0f_00000,"[-3807.1258778372744, -3730.020218601389, -3814.721718533863, -3796.064926505273, -3827.9853347110084, -3840.8060408287897, -3909.247796277272, -3889.0295018114857, -3744.6256786464405, -3744.7570546809493, -3814.753238320407, -3871.557074848056, -3830.802924969314, -3874.2083171023005, -3820.6803321375355, -3827.8081365726175, -3877.8914238601283, -3828.4489234118855, -3854.976225514064, -3774.179759487814, -3788.70623912526, -3785.043830073222, -3873.2409464868556, -3836.233278026483, -3764.3673418086073, -3873.1233615221154, -3775.3890992393876, -3738.103316300479, -3869.890737839575, -3907.402889850246, -3857.1297795100654, -3877.133250361068, -3812.5900079470302, -3875.6955287883366, -3917.7792226768197, -3832.48228151813, -3900.4015040364857, -3823.114723912043, -3871.9200891271917, -3746.1115696378433, -3848.2620947167115, -3785.756606648332, -3878.4376396943385, -3869.1150477386873, -3729.909905735646, -3801.586102295873, -3792.7547313481527, -3826.514674232078, -3898.4338985686545, -3696.7565007046564, -3825.7254943365588, -3848.5450800493595, -3904.9191184811025, -3753.542919405134, -3826.4786223365736, -3721.6833889440413, -3838.447789257369, -3770.0999107694206, -3910.0167965666774, -3801.4379313759473]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.20287755112274147,1.2448105407487822,0.07917130738078505,2.1564346740080276,0.0,3723.149,1299.975,6607.119,732.543,2.415,14520,14520,14520,30.291666666666668,91.48333333333333,0.22416666666666663,0.37130659476463324,0.0,0.20000000000000004,4.999999999999999e-05,1073892.0444078948,-0.008681777472558775,1073892.0444078948,3.966846e-06,0.010085263412053647,5.582196172915007,0.0
-3696.7565007046564,-4052.4215289099384,-3825.637257686957,242.0,20,5,19360,19360,False,80,4,4b86afa8303e424895e4a43da86efab7,2021-06-19_21-15-26,1624126526,10.203858375549316,41.21522760391235,25118,hany606,192.168.0.103,41.21522760391235,0,4,24a0f_00000,"[-3807.1258778372744, -3730.020218601389, -3814.721718533863, -3796.064926505273, -3827.9853347110084, -3840.8060408287897, -3909.247796277272, -3889.0295018114857, -3744.6256786464405, -3744.7570546809493, -3814.753238320407, -3871.557074848056, -3830.802924969314, -3874.2083171023005, -3820.6803321375355, -3827.8081365726175, -3877.8914238601283, -3828.4489234118855, -3854.976225514064, -3774.179759487814, -3788.70623912526, -3785.043830073222, -3873.2409464868556, -3836.233278026483, -3764.3673418086073, -3873.1233615221154, -3775.3890992393876, -3738.103316300479, -3869.890737839575, -3907.402889850246, -3857.1297795100654, -3877.133250361068, -3812.5900079470302, -3875.6955287883366, -3917.7792226768197, -3832.48228151813, -3900.4015040364857, -3823.114723912043, -3871.9200891271917, -3746.1115696378433, -3848.2620947167115, -3785.756606648332, -3878.4376396943385, -3869.1150477386873, -3729.909905735646, -3801.586102295873, -3792.7547313481527, -3826.514674232078, -3898.4338985686545, -3696.7565007046564, -3825.7254943365588, -3848.5450800493595, -3904.9191184811025, -3753.542919405134, -3826.4786223365736, -3721.6833889440413, -3838.447789257369, -3770.0999107694206, -3910.0167965666774, -3801.4379313759473, -3834.717124163467, -3801.744954185508, -3824.904682701472, -3868.0772443512915, -3829.956564480541, -3826.149319254631, -4052.4215289099384, -3864.193056701744, -3842.661948745275, -3780.421745087536, -3844.8744147942366, -3806.913778462515, -3879.0804390034946, -3796.099028145034, -3794.532619471083, -3775.419669146195, -3800.705343805336, -3703.206202460682, -3833.7509737720293, -3757.1762216641328]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.20487016577788353,1.2378690563846189,0.07931413658499853,2.161567491008154,0.0,3815.411,1268.54,6481.387,746.754,2.359,19360,19360,19360,33.80769230769231,91.63076923076922,0.23461538461538464,0.3713152368359648,0.0,0.20000000000000004,4.999999999999999e-05,1060804.1973684211,-0.010135237323610406,1060804.2105263157,0.0002180683,0.009427689604069056,5.536934538891441,0.0
-3696.7565007046564,-4052.4215289099384,-3820.7868874174246,242.0,20,5,24200,24200,False,100,5,4b86afa8303e424895e4a43da86efab7,2021-06-19_21-15-36,1624126536,10.214990139007568,51.43021774291992,25118,hany606,192.168.0.103,51.43021774291992,0,5,24a0f_00000,"[-3807.1258778372744, -3730.020218601389, -3814.721718533863, -3796.064926505273, -3827.9853347110084, -3840.8060408287897, -3909.247796277272, -3889.0295018114857, -3744.6256786464405, -3744.7570546809493, -3814.753238320407, -3871.557074848056, -3830.802924969314, -3874.2083171023005, -3820.6803321375355, -3827.8081365726175, -3877.8914238601283, -3828.4489234118855, -3854.976225514064, -3774.179759487814, -3788.70623912526, -3785.043830073222, -3873.2409464868556, -3836.233278026483, -3764.3673418086073, -3873.1233615221154, -3775.3890992393876, -3738.103316300479, -3869.890737839575, -3907.402889850246, -3857.1297795100654, -3877.133250361068, -3812.5900079470302, -3875.6955287883366, -3917.7792226768197, -3832.48228151813, -3900.4015040364857, -3823.114723912043, -3871.9200891271917, -3746.1115696378433, -3848.2620947167115, -3785.756606648332, -3878.4376396943385, -3869.1150477386873, -3729.909905735646, -3801.586102295873, -3792.7547313481527, -3826.514674232078, -3898.4338985686545, -3696.7565007046564, -3825.7254943365588, -3848.5450800493595, -3904.9191184811025, -3753.542919405134, -3826.4786223365736, -3721.6833889440413, -3838.447789257369, -3770.0999107694206, -3910.0167965666774, -3801.4379313759473, -3834.717124163467, -3801.744954185508, -3824.904682701472, -3868.0772443512915, -3829.956564480541, -3826.149319254631, -4052.4215289099384, -3864.193056701744, -3842.661948745275, -3780.421745087536, -3844.8744147942366, -3806.913778462515, -3879.0804390034946, -3796.099028145034, -3794.532619471083, -3775.419669146195, -3800.705343805336, -3703.206202460682, -3833.7509737720293, -3757.1762216641328, -3852.3285753475666, -3757.1856759324373, -3813.5670220150964, -3796.4157039802194, -3766.5461256617054, -3798.720370673145, -3818.2480551411945, -3860.970962581606, -3865.4290969643985, -3804.462154762077, -3812.7655783485225, -3790.7930852167683, -3727.0256849744133, -3814.371869952135, -3731.9041215905613, -3823.550712059253, -3831.2745330384228, -3744.0416544791447, -3790.331960948199, -3827.775183118977]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.20684665899158725,1.2362722772701331,0.0796651949829027,2.17105398205256,0.0,3873.113,1249.641,6405.88,755.556,2.375,24200,24200,24200,33.42307692307692,92.08461538461539,0.24461538461538462,0.3713800523709523,0.0,0.20000000000000004,4.999999999999999e-05,1025083.7483552631,-0.007707602981674044,1025083.7549342106,-1.662656e-07,0.0092391101888528,5.479996392601414,0.0
-3692.006039907841,-4052.4215289099384,-3814.8849722637365,242.0,20,5,29040,29040,False,120,6,4b86afa8303e424895e4a43da86efab7,2021-06-19_21-15-47,1624126547,10.153411626815796,61.58362936973572,25118,hany606,192.168.0.103,61.58362936973572,0,6,24a0f_00000,"[-3788.70623912526, -3785.043830073222, -3873.2409464868556, -3836.233278026483, -3764.3673418086073, -3873.1233615221154, -3775.3890992393876, -3738.103316300479, -3869.890737839575, -3907.402889850246, -3857.1297795100654, -3877.133250361068, -3812.5900079470302, -3875.6955287883366, -3917.7792226768197, -3832.48228151813, -3900.4015040364857, -3823.114723912043, -3871.9200891271917, -3746.1115696378433, -3848.2620947167115, -3785.756606648332, -3878.4376396943385, -3869.1150477386873, -3729.909905735646, -3801.586102295873, -3792.7547313481527, -3826.514674232078, -3898.4338985686545, -3696.7565007046564, -3825.7254943365588, -3848.5450800493595, -3904.9191184811025, -3753.542919405134, -3826.4786223365736, -3721.6833889440413, -3838.447789257369, -3770.0999107694206, -3910.0167965666774, -3801.4379313759473, -3834.717124163467, -3801.744954185508, -3824.904682701472, -3868.0772443512915, -3829.956564480541, -3826.149319254631, -4052.4215289099384, -3864.193056701744, -3842.661948745275, -3780.421745087536, -3844.8744147942366, -3806.913778462515, -3879.0804390034946, -3796.099028145034, -3794.532619471083, -3775.419669146195, -3800.705343805336, -3703.206202460682, -3833.7509737720293, -3757.1762216641328, -3852.3285753475666, -3757.1856759324373, -3813.5670220150964, -3796.4157039802194, -3766.5461256617054, -3798.720370673145, -3818.2480551411945, -3860.970962581606, -3865.4290969643985, -3804.462154762077, -3812.7655783485225, -3790.7930852167683, -3727.0256849744133, -3814.371869952135, -3731.9041215905613, -3823.550712059253, -3831.2745330384228, -3744.0416544791447, -3790.331960948199, -3827.775183118977, -3739.884647633999, -3814.0589117932477, -3817.0242693386544, -3814.133568231717, -3792.7975200215715, -3812.8317160022866, -3826.27411724169, -3854.048799193777, -3757.023518466205, -3763.5043673761515, -3825.772412937729, -3805.103705738663, -3814.6703766916658, -3777.8028740218892, -3821.927662765655, -3820.664100481904, -3741.384454161989, -3692.006039907841, -3815.542317627167, -3783.043609655242]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.21019331419369208,1.2166432303542303,0.07950586560454592,2.1668737822271082,0.0,3901.629,1240.508,6355.251,761.575,2.406,29040,29040,29040,32.16153846153847,92.75384615384615,0.23461538461538461,0.37139301547794984,0.0,0.20000000000000004,4.999999999999999e-05,1003078.6924342106,-0.010180327649179258,1003078.6990131579,-7.999571e-08,0.013769232569948622,5.404760511297929,0.0
-3692.006039907841,-4052.4215289099384,-3811.2937441808654,242.0,20,5,33880,33880,False,140,7,4b86afa8303e424895e4a43da86efab7,2021-06-19_21-15-57,1624126557,10.786359548568726,72.36998891830444,25118,hany606,192.168.0.103,72.36998891830444,0,7,24a0f_00000,"[-3848.2620947167115, -3785.756606648332, -3878.4376396943385, -3869.1150477386873, -3729.909905735646, -3801.586102295873, -3792.7547313481527, -3826.514674232078, -3898.4338985686545, -3696.7565007046564, -3825.7254943365588, -3848.5450800493595, -3904.9191184811025, -3753.542919405134, -3826.4786223365736, -3721.6833889440413, -3838.447789257369, -3770.0999107694206, -3910.0167965666774, -3801.4379313759473, -3834.717124163467, -3801.744954185508, -3824.904682701472, -3868.0772443512915, -3829.956564480541, -3826.149319254631, -4052.4215289099384, -3864.193056701744, -3842.661948745275, -3780.421745087536, -3844.8744147942366, -3806.913778462515, -3879.0804390034946, -3796.099028145034, -3794.532619471083, -3775.419669146195, -3800.705343805336, -3703.206202460682, -3833.7509737720293, -3757.1762216641328, -3852.3285753475666, -3757.1856759324373, -3813.5670220150964, -3796.4157039802194, -3766.5461256617054, -3798.720370673145, -3818.2480551411945, -3860.970962581606, -3865.4290969643985, -3804.462154762077, -3812.7655783485225, -3790.7930852167683, -3727.0256849744133, -3814.371869952135, -3731.9041215905613, -3823.550712059253, -3831.2745330384228, -3744.0416544791447, -3790.331960948199, -3827.775183118977, -3739.884647633999, -3814.0589117932477, -3817.0242693386544, -3814.133568231717, -3792.7975200215715, -3812.8317160022866, -3826.27411724169, -3854.048799193777, -3757.023518466205, -3763.5043673761515, -3825.772412937729, -3805.103705738663, -3814.6703766916658, -3777.8028740218892, -3821.927662765655, -3820.664100481904, -3741.384454161989, -3692.006039907841, -3815.542317627167, -3783.043609655242, -3856.418002598354, -3763.2412897738827, -3754.645321052982, -3815.177152898855, -3827.2460323625287, -3805.352725868114, -3817.8520302538777, -3754.7242903234605, -3899.6650165343867, -3815.3811398494245, -3896.6840079593608, -3732.3789407029335, -3877.7723283669925, -3802.325148464385, -3809.42600692105, -3854.3350715637844, -3829.636794578563, -3826.756632129109, -3828.6766458702837, -3799.041611427931]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.21286727892268253,1.2224840090660922,0.08035414952008724,2.1924491178359853,0.0,3917.588,1235.454,6413.539,754.654,2.516,33880,33880,33880,34.823076923076925,92.42307692307692,0.2623076923076923,0.37148375722693217,0.0,0.20000000000000004,4.999999999999999e-05,998616.7483552631,-0.007538540680941783,998616.7648026316,-4.2664377e-07,0.009322971718287781,5.335959208639045,0.0
-3692.006039907841,-4052.4215289099384,-3813.556410733703,242.0,20,5,38720,38720,False,160,8,4b86afa8303e424895e4a43da86efab7,2021-06-19_21-16-08,1624126568,10.012779474258423,82.38276839256287,25118,hany606,192.168.0.103,82.38276839256287,0,8,24a0f_00000,"[-3834.717124163467, -3801.744954185508, -3824.904682701472, -3868.0772443512915, -3829.956564480541, -3826.149319254631, -4052.4215289099384, -3864.193056701744, -3842.661948745275, -3780.421745087536, -3844.8744147942366, -3806.913778462515, -3879.0804390034946, -3796.099028145034, -3794.532619471083, -3775.419669146195, -3800.705343805336, -3703.206202460682, -3833.7509737720293, -3757.1762216641328, -3852.3285753475666, -3757.1856759324373, -3813.5670220150964, -3796.4157039802194, -3766.5461256617054, -3798.720370673145, -3818.2480551411945, -3860.970962581606, -3865.4290969643985, -3804.462154762077, -3812.7655783485225, -3790.7930852167683, -3727.0256849744133, -3814.371869952135, -3731.9041215905613, -3823.550712059253, -3831.2745330384228, -3744.0416544791447, -3790.331960948199, -3827.775183118977, -3739.884647633999, -3814.0589117932477, -3817.0242693386544, -3814.133568231717, -3792.7975200215715, -3812.8317160022866, -3826.27411724169, -3854.048799193777, -3757.023518466205, -3763.5043673761515, -3825.772412937729, -3805.103705738663, -3814.6703766916658, -3777.8028740218892, -3821.927662765655, -3820.664100481904, -3741.384454161989, -3692.006039907841, -3815.542317627167, -3783.043609655242, -3856.418002598354, -3763.2412897738827, -3754.645321052982, -3815.177152898855, -3827.2460323625287, -3805.352725868114, -3817.8520302538777, -3754.7242903234605, -3899.6650165343867, -3815.3811398494245, -3896.6840079593608, -3732.3789407029335, -3877.7723283669925, -3802.325148464385, -3809.42600692105, -3854.3350715637844, -3829.636794578563, -3826.756632129109, -3828.6766458702837, -3799.041611427931, -3827.9981611956537, -3750.594602220954, -3785.476551144965, -3840.8979015212535, -3842.507045974181, -3768.1439440662857, -3830.7262555557545, -3887.8930967690167, -3827.544449943615, -3895.455164697032, -3888.185781444621, -3833.0881370738093, -3790.5096090958973, -3794.734521330815, -3889.7062789581996, -3819.403476783199, -3831.088704475302, -3806.952642780253, -3822.0566879363105, -3821.727895521826]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.2158627792343239,1.2327557203422186,0.08135119725794018,2.2188140877379343,0.0,3922.613,1233.871,6367.804,760.074,2.493,38720,38720,38720,33.02307692307692,92.22307692307692,0.31,0.37198931839983407,0.0,0.20000000000000004,4.999999999999999e-05,985931.28125,-0.010744251114757438,985931.2976973684,3.2939408e-08,0.011451470592108211,5.305222348163002,0.0
-3692.006039907841,-4072.5439386109756,-3813.9769872723705,242.0,20,5,43560,43560,False,180,9,4b86afa8303e424895e4a43da86efab7,2021-06-19_21-16-18,1624126578,10.258973360061646,92.64174175262451,25118,hany606,192.168.0.103,92.64174175262451,0,9,24a0f_00000,"[-3852.3285753475666, -3757.1856759324373, -3813.5670220150964, -3796.4157039802194, -3766.5461256617054, -3798.720370673145, -3818.2480551411945, -3860.970962581606, -3865.4290969643985, -3804.462154762077, -3812.7655783485225, -3790.7930852167683, -3727.0256849744133, -3814.371869952135, -3731.9041215905613, -3823.550712059253, -3831.2745330384228, -3744.0416544791447, -3790.331960948199, -3827.775183118977, -3739.884647633999, -3814.0589117932477, -3817.0242693386544, -3814.133568231717, -3792.7975200215715, -3812.8317160022866, -3826.27411724169, -3854.048799193777, -3757.023518466205, -3763.5043673761515, -3825.772412937729, -3805.103705738663, -3814.6703766916658, -3777.8028740218892, -3821.927662765655, -3820.664100481904, -3741.384454161989, -3692.006039907841, -3815.542317627167, -3783.043609655242, -3856.418002598354, -3763.2412897738827, -3754.645321052982, -3815.177152898855, -3827.2460323625287, -3805.352725868114, -3817.8520302538777, -3754.7242903234605, -3899.6650165343867, -3815.3811398494245, -3896.6840079593608, -3732.3789407029335, -3877.7723283669925, -3802.325148464385, -3809.42600692105, -3854.3350715637844, -3829.636794578563, -3826.756632129109, -3828.6766458702837, -3799.041611427931, -3827.9981611956537, -3750.594602220954, -3785.476551144965, -3840.8979015212535, -3842.507045974181, -3768.1439440662857, -3830.7262555557545, -3887.8930967690167, -3827.544449943615, -3895.455164697032, -3888.185781444621, -3833.0881370738093, -3790.5096090958973, -3794.734521330815, -3889.7062789581996, -3819.403476783199, -3831.088704475302, -3806.952642780253, -3822.0566879363105, -3821.727895521826, -3778.4007334141966, -3763.7590347216533, -3766.2835705000775, -3883.602022665958, -3825.234435526549, -3719.0307921836807, -3856.695230814701, -3821.3393273297493, -3876.544429757469, -3848.5519912773634, -3819.4213260345277, -3823.4218938869017, -4072.5439386109756, -3814.7649464293086, -3794.493171281101, -3877.906063896818, -3859.942316676005, -3812.8354639568133, -3810.5377591316374, -3733.756065077505]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.2178144417666784,1.236802108962022,0.08184113789364122,2.2310868994274893,0.0,3921.422,1234.246,6364.671,760.448,2.438,43560,43560,43560,32.23076923076923,92.58461538461539,0.2353846153846154,0.37300044074563793,0.0,0.20000000000000004,4.999999999999999e-05,968334.0164473684,-0.011305967223291335,968334.0263157894,9.789279e-06,0.009130655224189946,5.3019994309074,0.0
-3692.006039907841,-4072.5439386109756,-3819.829960969333,242.0,20,5,48400,48400,False,200,10,4b86afa8303e424895e4a43da86efab7,2021-06-19_21-16-28,1624126588,9.978837490081787,102.6205792427063,25118,hany606,192.168.0.103,102.6205792427063,0,10,24a0f_00000,"[-3739.884647633999, -3814.0589117932477, -3817.0242693386544, -3814.133568231717, -3792.7975200215715, -3812.8317160022866, -3826.27411724169, -3854.048799193777, -3757.023518466205, -3763.5043673761515, -3825.772412937729, -3805.103705738663, -3814.6703766916658, -3777.8028740218892, -3821.927662765655, -3820.664100481904, -3741.384454161989, -3692.006039907841, -3815.542317627167, -3783.043609655242, -3856.418002598354, -3763.2412897738827, -3754.645321052982, -3815.177152898855, -3827.2460323625287, -3805.352725868114, -3817.8520302538777, -3754.7242903234605, -3899.6650165343867, -3815.3811398494245, -3896.6840079593608, -3732.3789407029335, -3877.7723283669925, -3802.325148464385, -3809.42600692105, -3854.3350715637844, -3829.636794578563, -3826.756632129109, -3828.6766458702837, -3799.041611427931, -3827.9981611956537, -3750.594602220954, -3785.476551144965, -3840.8979015212535, -3842.507045974181, -3768.1439440662857, -3830.7262555557545, -3887.8930967690167, -3827.544449943615, -3895.455164697032, -3888.185781444621, -3833.0881370738093, -3790.5096090958973, -3794.734521330815, -3889.7062789581996, -3819.403476783199, -3831.088704475302, -3806.952642780253, -3822.0566879363105, -3821.727895521826, -3778.4007334141966, -3763.7590347216533, -3766.2835705000775, -3883.602022665958, -3825.234435526549, -3719.0307921836807, -3856.695230814701, -3821.3393273297493, -3876.544429757469, -3848.5519912773634, -3819.4213260345277, -3823.4218938869017, -4072.5439386109756, -3814.7649464293086, -3794.493171281101, -3877.906063896818, -3859.942316676005, -3812.8354639568133, -3810.5377591316374, -3733.756065077505, -3816.87266615559, -3942.6916253925947, -3833.4854054954394, -3778.839030965889, -3948.9362652755, -3847.6607146313086, -3835.3271879517947, -3762.369938374862, -3807.221451310496, -3793.5345309892646, -3806.605561029042, -3845.472228846979, -3850.9737515853476, -3831.1578836327767, -3823.3250539068245, -3837.7038914100817, -3840.593742453096, -3837.85025659056, -3796.561760672996, -3775.8225498116244]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.2190731211359585,1.238024561190585,0.08205717221568451,2.2366232729715336,0.0,3915.07,1236.249,6338.766,763.556,2.565,48400,48400,48400,31.453846153846158,93.12307692307692,0.22384615384615386,0.3710689378030126,0.0,0.20000000000000004,4.999999999999999e-05,951512.3075657894,-0.008239681097237687,951512.3125,3.1370867e-08,0.0078069587654777265,5.285208639345671,0.0
