episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,policy_reward_min/pol0,policy_reward_min/pol1,policy_reward_max/pol0,policy_reward_max/pol1,policy_reward_mean/pol0,policy_reward_mean/pol1,hist_stats/episode_reward,hist_stats/episode_lengths,hist_stats/policy_pol0_reward,hist_stats/policy_pol1_reward,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/pol0/learner_stats/allreduce_latency,info/learner/pol0/learner_stats/cur_kl_coeff,info/learner/pol0/learner_stats/cur_lr,info/learner/pol0/learner_stats/total_loss,info/learner/pol0/learner_stats/policy_loss,info/learner/pol0/learner_stats/vf_loss,info/learner/pol0/learner_stats/vf_explained_var,info/learner/pol0/learner_stats/kl,info/learner/pol0/learner_stats/entropy,info/learner/pol0/learner_stats/entropy_coeff,info/learner/pol1/learner_stats/allreduce_latency,info/learner/pol1/learner_stats/cur_kl_coeff,info/learner/pol1/learner_stats/cur_lr,info/learner/pol1/learner_stats/total_loss,info/learner/pol1/learner_stats/policy_loss,info/learner/pol1/learner_stats/vf_loss,info/learner/pol1/learner_stats/vf_explained_var,info/learner/pol1/learner_stats/kl,info/learner/pol1/learner_stats/entropy,info/learner/pol1/learner_stats/entropy_coeff
0.0,0.0,0.0,1000.0,6,6,6000,12000,False,6,1,ab1fb181a03846b09844fcaa1323ce0d,2021-06-29_01-15-41,1624918541,22.09586501121521,22.09586501121521,8614,hany606,192.168.0.106,22.09586501121521,0,1,4cf87_00000,-10990.0,10990.0,-10990.0,10990.0,-10990.0,10990.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1000, 1000, 1000, 1000, 1000, 1000]","[-10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0]","[10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0]",0.1892483000194792,2.6012680509111856,0.1340301442535329,0.11281251827955167,0.0,3219.002,1863.932,18863.601,318.073,6.035,6000,12000,6000,12000,26.270000000000003,59.116666666666674,0.2773333333333333,0.23579934838782163,0.0,0.1999999999999999,5.000000000000002e-05,980098.5744680851,-0.028334343092555694,980098.6010638297,-1.0,0.0032459948202000653,2.8389832821298153,0.0,0.0,0.1999999999999999,5.000000000000002e-05,980109.7114361703,0.018480457920343318,980109.6954787234,-1.0,0.004138098440152851,2.8405147816272494,0.0
0.0,0.0,0.0,1000.0,6,6,12000,24000,False,12,2,ab1fb181a03846b09844fcaa1323ce0d,2021-06-29_01-16-02,1624918562,21.179829835891724,43.275694847106934,8614,hany606,192.168.0.106,43.275694847106934,0,2,4cf87_00000,-10990.0,10990.0,-10990.0,10990.0,-10990.0,10990.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]","[-10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0]","[10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0]",0.20018058014008763,2.721312560639321,0.13981411800787866,0.11713492260701276,0.0,3488.929,1719.726,18135.437,330.844,6.152,12000,24000,12000,24000,26.225,58.93214285714286,0.25285714285714284,0.23521835427801058,0.0,0.09999999999999995,5.000000000000002e-05,960236.5465425532,-0.0005400673823153719,960236.5478723404,-1.0,0.01683812120810468,2.7450533319026866,0.0,0.0,0.09999999999999995,5.000000000000002e-05,970853.9082446808,-0.003128896625910668,970853.9175531915,-1.0,0.006080166288116511,2.8846323642324894,0.0
0.0,0.0,0.0,1000.0,6,6,18000,36000,False,18,3,ab1fb181a03846b09844fcaa1323ce0d,2021-06-29_01-16-24,1624918584,21.879757165908813,65.15545201301575,8614,hany606,192.168.0.106,65.15545201301575,0,3,4cf87_00000,-10990.0,10990.0,-10990.0,10990.0,-10990.0,10990.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]","[-10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0]","[10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0]",0.20396716462830988,2.7790869112803356,0.1427280169483417,0.11944100670957424,0.0,3556.439,1687.081,18148.206,330.611,6.08,18000,36000,18000,36000,24.720689655172414,59.27931034482759,0.25689655172413794,0.2366142510140279,0.0,0.09999999999999995,5.000000000000002e-05,940439.9215425532,0.003652825416561137,940439.9015957447,-1.0,0.017394874561974343,2.6322980332881847,0.0,0.0,0.09999999999999995,5.000000000000002e-05,963106.4069148937,-0.0015115007124048598,963106.4135638297,-1.0,0.004104363167301771,2.8738861388348518,0.0
0.0,0.0,0.0,1000.0,6,6,24000,48000,False,24,4,ab1fb181a03846b09844fcaa1323ce0d,2021-06-29_01-16-47,1624918607,22.689498901367188,87.84495091438293,8614,hany606,192.168.0.106,87.84495091438293,0,4,4cf87_00000,-10990.0,10990.0,-10990.0,10990.0,-10990.0,10990.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]","[-10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0]","[10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0]",0.20738685866778275,2.822692646510134,0.14488147251457556,0.12122604181359532,0.0,3622.845,1656.157,18324.722,327.427,5.856,24000,48000,24000,48000,26.993333333333336,59.18,0.2586666666666667,0.23762498595663403,0.0,0.09999999999999995,5.000000000000002e-05,920850.7087765958,-0.0034870594700283195,920850.722074468,-1.0,0.0125516081585529,2.644461971648196,0.0,0.0,0.049999999999999975,5.000000000000002e-05,956120.6263297872,-0.0037249610462087267,956120.6236702128,-1.0,0.01197962855246473,2.7300955589781415,0.0
0.0,0.0,0.0,1000.0,6,6,30000,60000,False,30,5,ab1fb181a03846b09844fcaa1323ce0d,2021-06-29_01-17-09,1624918629,21.948562145233154,109.79351305961609,8614,hany606,192.168.0.106,109.79351305961609,0,5,4cf87_00000,-10990.0,10990.0,-10990.0,10990.0,-10990.0,10990.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]","[-10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0]","[10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0]",0.20976347064137071,2.8608803613193317,0.14678120241208636,0.1227506050463822,0.0,3688.795,1626.547,18256.433,328.651,5.713,30000,60000,30000,60000,27.727586206896554,59.15172413793105,0.24862068965517242,0.23729414362586151,0.0,0.09999999999999995,5.000000000000002e-05,901448.2579787234,-0.026503047628447095,901448.2739361703,-1.0,0.051848660124109144,2.936044271956099,0.0,0.0,0.049999999999999975,5.000000000000002e-05,948839.8723404255,-0.002637082116400942,948839.8829787234,-1.0,0.009646417057894647,2.732432121926166,0.0
0.0,0.0,0.0,1000.0,6,6,36000,72000,False,36,6,ab1fb181a03846b09844fcaa1323ce0d,2021-06-29_01-17-27,1624918647,18.59135341644287,128.38486647605896,8614,hany606,192.168.0.106,128.38486647605896,0,6,4cf87_00000,-10990.0,10990.0,-10990.0,10990.0,-10990.0,10990.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]","[-10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0]","[10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0]",0.21112811740719753,2.8832879021250912,0.1479083830822835,0.12364907385061594,0.0,3666.597,1636.395,17717.528,338.648,5.678,36000,72000,36000,72000,23.344,59.37200000000001,0.24600000000000002,0.23562521065048872,0.0,0.15000000000000008,5.000000000000002e-05,882246.0784574468,0.06438480111512732,882246.0013297872,nan,0.030678572846536942,2.972508151480492,0.0,0.0,0.049999999999999975,5.000000000000002e-05,942214.3537234042,-0.0026419312554471037,942214.3563829787,-1.0,0.00964525756128925,2.8574487452811383,0.0
0.0,0.0,0.0,1000.0,6,6,42000,84000,False,42,7,ab1fb181a03846b09844fcaa1323ce0d,2021-06-29_01-17-46,1624918666,18.63923406600952,147.02410054206848,8614,hany606,192.168.0.106,147.02410054206848,0,7,4cf87_00000,-10990.0,10990.0,-10990.0,10990.0,-10990.0,10990.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]","[-10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0]","[10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0]",0.21185518167443235,2.895289392465757,0.14851114111354166,0.12413885792948727,0.0,3625.635,1654.883,17364.621,345.53,5.609,42000,84000,42000,84000,22.979166666666668,59.45416666666667,0.2141666666666667,0.23481209976407144,0.0,0.22499999999999998,5.000000000000002e-05,863240.4122340425,-0.09299065442161357,863240.4973404255,nan,0.058880319145131615,2.96071775923384,0.0,0.0,0.049999999999999975,5.000000000000002e-05,933034.5079787234,-0.0003779524580595341,933034.5066489362,-1.0,0.015536805614829063,2.9180250472210822,0.0
0.0,0.0,0.0,1000.0,6,6,48000,96000,False,48,8,ab1fb181a03846b09844fcaa1323ce0d,2021-06-29_01-18-08,1624918688,22.059041023254395,169.08314156532288,8614,hany606,192.168.0.106,169.08314156532288,0,8,4cf87_00000,-10990.0,10990.0,-10990.0,10990.0,-10990.0,10990.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]","[-10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0]","[10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0]",0.2125025715811557,2.904422405865308,0.1489670215887584,0.12449666070450556,0.0,3634.861,1650.682,17487.177,343.109,5.721,48000,96000,48000,96000,26.496666666666666,59.343333333333334,0.25533333333333336,0.23611391978429389,0.0,0.3375000000000001,5.000000000000002e-05,844436.2406914893,0.11270927354455629,844436.1210106383,nan,0.021888855408797873,2.8776356717373464,0.0,0.0,0.049999999999999975,5.000000000000002e-05,926956.6343085107,-0.005387443236689618,926956.6329787234,-1.0,0.016029712625164935,3.0585488664343004,0.0
0.0,0.0,0.0,1000.0,6,6,54000,108000,False,54,9,ab1fb181a03846b09844fcaa1323ce0d,2021-06-29_01-18-28,1624918708,20.231253385543823,189.3143949508667,8614,hany606,192.168.0.106,189.3143949508667,0,9,4cf87_00000,-10990.0,10990.0,-10990.0,10990.0,-10990.0,10990.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]","[-10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0]","[10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0]",0.21324840397566647,2.915178737964647,0.14949666627314115,0.12489915213607328,0.0,3681.401,1629.814,17340.242,346.016,5.679,54000,108000,54000,108000,28.126923076923074,59.169230769230765,0.2461538461538461,0.23439890072852657,0.0,0.5062500000000003,5.000000000000002e-05,825855.6010638297,-0.0056827838750595746,825855.5890957447,nan,0.024252176522574526,3.0654506480440182,0.0,0.0,0.049999999999999975,5.000000000000002e-05,916137.2739361703,0.0011262775180821724,916137.2819148937,-1.0,0.03136910676480608,2.886698732984827,0.0
0.0,0.0,0.0,1000.0,6,6,60000,120000,False,60,10,ab1fb181a03846b09844fcaa1323ce0d,2021-06-29_01-18-47,1624918727,18.700011253356934,208.01440620422363,8614,hany606,192.168.0.106,208.01440620422363,0,10,4cf87_00000,-10990.0,10990.0,-10990.0,10990.0,-10990.0,10990.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]","[-10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0, -10990.0]","[10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0, 10990.0]",0.2137447050316628,2.9244741651171666,0.14989775861760338,0.1252009121998235,0.0,3686.912,1627.378,17101.34,350.85,5.615,60000,120000,60000,120000,24.247999999999998,59.336000000000006,0.2208,0.23245028648466465,0.0,0.7593749999999999,5.000000000000002e-05,807480.4906914893,0.039028017880751734,807480.4055851063,nan,0.045502878249959744,3.1084412310985807,0.0,0.0,0.07500000000000004,5.000000000000002e-05,905152.8843085107,-0.0030753079484751884,905152.8869680851,-1.0,0.0107959366027028,2.918363829876514,0.0
