episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,policy_reward_min/pol0,policy_reward_min/pol1,policy_reward_max/pol0,policy_reward_max/pol1,policy_reward_mean/pol0,policy_reward_mean/pol1,hist_stats/episode_reward,hist_stats/episode_lengths,hist_stats/policy_pol0_reward,hist_stats/policy_pol1_reward,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/pol0/learner_stats/allreduce_latency,info/learner/pol0/learner_stats/cur_kl_coeff,info/learner/pol0/learner_stats/cur_lr,info/learner/pol0/learner_stats/total_loss,info/learner/pol0/learner_stats/policy_loss,info/learner/pol0/learner_stats/vf_loss,info/learner/pol0/learner_stats/vf_explained_var,info/learner/pol0/learner_stats/kl,info/learner/pol0/learner_stats/entropy,info/learner/pol0/learner_stats/entropy_coeff,info/learner/pol1/learner_stats/allreduce_latency,info/learner/pol1/learner_stats/cur_kl_coeff,info/learner/pol1/learner_stats/cur_lr,info/learner/pol1/learner_stats/total_loss,info/learner/pol1/learner_stats/policy_loss,info/learner/pol1/learner_stats/vf_loss,info/learner/pol1/learner_stats/vf_explained_var,info/learner/pol1/learner_stats/kl,info/learner/pol1/learner_stats/entropy,info/learner/pol1/learner_stats/entropy_coeff
5000.0,5000.0,5000.0,1000.0,6,6,6000,12000,False,6,1,5c4336d51f1347bfb95cb8040125580f,2021-06-26_14-57-22,1624708642,30.479390859603882,30.479390859603882,26461,hany606,10.91.73.206,30.479390859603882,0,1,90d14_00000,10000.0,-5000.0,10000.0,-5000.0,10000.0,-5000.0,"[5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0]","[1000, 1000, 1000, 1000, 1000, 1000]","[10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0]","[-5000.0, -5000.0, -5000.0, -5000.0, -5000.0, -5000.0]",0.2989063570986102,4.265612973160161,0.21551411984723448,0.11074431848414852,0.0,5102.104,1175.985,25357.573,236.616,10.063,6000,12000,6000,12000,28.35,79.67999999999999,0.35625,0.3082701381867206,0.0,0.1999999999999999,5.000000000000002e-05,833334.8710106383,-0.0031651581855530434,833334.8736702128,6.02641e-06,0.004726620787318716,2.835105079285642,0.0,0.0,0.1999999999999999,5.000000000000002e-05,203888.92087765958,-0.003766373869903544,203888.9258643617,4.7308335e-05,0.004200779674376579,2.838153986220664,0.0
