episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/allreduce_latency,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-1187.6318132424703,-24189.177191336305,-11375.040845346291,242.0,20,5,4840,False,20,1,86329d392c004d38b43863731b803eb9,2021-06-06_15-11-56,1622981516,8.910687685012817,8.910687685012817,25002,hany606,192.168.0.107,8.910687685012817,0,1,4c6e4_00000,"[-1988.0530720141007, -17646.770759781994, -24189.177191336305, -9051.045237073431, -13338.485447343628, -1187.6318132424703, -3102.002132555937, -9486.519689058323, -10513.197350722368, -7000.180361726427, -21940.844514101496, -1238.9839360314463, -17704.730465080782, -21947.89032801529, -5321.308900009556, -20250.58050021262, -3566.8052528873186, -15859.98078496529, -15340.015942854445, -6826.613227912598]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.88364652312823,0.20077009565197895,1.0181810833721336,0.07685271579045631,2246.466,2154.495,6654.181,727.362,2.86,4840,4840,25.375,83.325,0.24750000000000003,0.43511964947758686,0.0,0.20000000000000004,4.999999999999999e-05,22051223.263157893,-0.01843831928348855,22051223.842105262,0.0001897404,0.01651230768153542,5.687631506668894,0.0
-1187.6318132424703,-29295.364122815387,-14269.517491476978,242.0,20,5,9680,False,40,2,86329d392c004d38b43863731b803eb9,2021-06-06_15-12-06,1622981526,9.427530765533447,18.338218450546265,25002,hany606,192.168.0.107,18.338218450546265,0,2,4c6e4_00000,"[-22145.4866881397, -25555.052994284662, -21446.34456413888, -18573.562433804655, -14882.072573690919, -9488.869739608546, -20604.989401342973, -19308.764944840674, -23827.732251669164, -11698.160342867957, -14289.078770394524, -6077.224445969952, -8599.527510461627, -29295.364122815387, -19377.381508316157, -27012.24709313071, -2975.3393318482226, -9431.24132600716, -11830.559020608875, -26860.883688212558, -1988.0530720141007, -17646.770759781994, -24189.177191336305, -9051.045237073431, -13338.485447343628, -1187.6318132424703, -3102.002132555937, -9486.519689058323, -10513.197350722368, -7000.180361726427, -21940.844514101496, -1238.9839360314463, -17704.730465080782, -21947.89032801529, -5321.308900009556, -20250.58050021262, -3566.8052528873186, -15859.98078496529, -15340.015942854445, -6826.613227912598]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.8228603636445158,0.1968024320548706,0.9911986337110124,0.07466307707691718,2049.917,2361.071,7110.554,680.678,2.641,9680,9680,31.541666666666668,83.35,0.24833333333333332,0.4335748792270531,0.0,0.20000000000000004,4.999999999999999e-05,42630587.2631579,-0.017945689639370693,42630588.0,-7.9085956e-05,0.016898565656064374,5.696141054755763,0.0
-1179.0015558668174,-29295.364122815387,-14287.963218330218,242.0,20,5,14520,False,60,3,86329d392c004d38b43863731b803eb9,2021-06-06_15-12-14,1622981534,8.832319021224976,27.17053747177124,25002,hany606,192.168.0.107,27.17053747177124,0,3,4c6e4_00000,"[-13638.424180404601, -12416.256656970465, -17091.204111803316, -23637.120605624506, -3253.7046785953207, -19313.68119058812, -21217.185120612343, -5078.334152914813, -25859.124147946724, -12678.309899727752, -16055.769916788213, -1494.974356527606, -16830.799674025402, -17883.42000669465, -1179.0015558668174, -21727.81224131798, -21265.28990435163, -12252.814342588415, -17349.675695647013, -6274.1910017381815, -1988.0530720141007, -17646.770759781994, -24189.177191336305, -9051.045237073431, -13338.485447343628, -1187.6318132424703, -3102.002132555937, -9486.519689058323, -10513.197350722368, -7000.180361726427, -21940.844514101496, -1238.9839360314463, -17704.730465080782, -21947.89032801529, -5321.308900009556, -20250.58050021262, -3566.8052528873186, -15859.98078496529, -15340.015942854445, -6826.613227912598, -22145.4866881397, -25555.052994284662, -21446.34456413888, -18573.562433804655, -14882.072573690919, -9488.869739608546, -20604.989401342973, -19308.764944840674, -23827.732251669164, -11698.160342867957, -14289.078770394524, -6077.224445969952, -8599.527510461627, -29295.364122815387, -19377.381508316157, -27012.24709313071, -2975.3393318482226, -9431.24132600716, -11830.559020608875, -26860.883688212558]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.8000419759576787,0.1958501472885996,0.9930740157864318,0.0746605448215988,2083.773,2322.71,6964.944,694.909,2.535,14520,14520,26.558333333333334,83.6,0.26499999999999996,0.4353022132344681,0.0,0.20000000000000004,4.999999999999999e-05,30206707.736842107,-0.017976805543232905,30206708.157894738,-0.00013552998,0.013988209912847532,5.682079478314049,0.0
-1179.0015558668174,-36818.420239277795,-13921.2679605774,242.0,20,5,19360,False,80,4,86329d392c004d38b43863731b803eb9,2021-06-06_15-12-26,1622981546,11.04659914970398,38.21713662147522,25002,hany606,192.168.0.107,38.21713662147522,0,4,4c6e4_00000,"[-1749.0958229573837, -6073.52829521593, -1518.7486408981356, -10861.671506101779, -13095.239630998038, -13036.313307048262, -31935.008008610268, -12320.267379294868, -11270.661029557054, -18536.8238412611, -17262.64472721403, -7083.201105558539, -16691.112594147726, -3412.9629787885206, -10701.4422740284, -11120.319578621711, -10676.904500535144, -36818.420239277795, -8909.612842320481, -13349.665443943837, -1988.0530720141007, -17646.770759781994, -24189.177191336305, -9051.045237073431, -13338.485447343628, -1187.6318132424703, -3102.002132555937, -9486.519689058323, -10513.197350722368, -7000.180361726427, -21940.844514101496, -1238.9839360314463, -17704.730465080782, -21947.89032801529, -5321.308900009556, -20250.58050021262, -3566.8052528873186, -15859.98078496529, -15340.015942854445, -6826.613227912598, -22145.4866881397, -25555.052994284662, -21446.34456413888, -18573.562433804655, -14882.072573690919, -9488.869739608546, -20604.989401342973, -19308.764944840674, -23827.732251669164, -11698.160342867957, -14289.078770394524, -6077.224445969952, -8599.527510461627, -29295.364122815387, -19377.381508316157, -27012.24709313071, -2975.3393318482226, -9431.24132600716, -11830.559020608875, -26860.883688212558, -13638.424180404601, -12416.256656970465, -17091.204111803316, -23637.120605624506, -3253.7046785953207, -19313.68119058812, -21217.185120612343, -5078.334152914813, -25859.124147946724, -12678.309899727752, -16055.769916788213, -1494.974356527606, -16830.799674025402, -17883.42000669465, -1179.0015558668174, -21727.81224131798, -21265.28990435163, -12252.814342588415, -17349.675695647013, -6274.1910017381815]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.793986685865985,0.19784379211156608,1.0067918505904254,0.07567264859737197,2173.367,2226.959,7372.175,656.523,2.719,19360,19360,45.885714285714286,84.11428571428573,0.2728571428571428,0.4350474264528866,0.0,0.20000000000000004,4.999999999999999e-05,28094848.10526316,-0.024014092589679518,28094848.36842105,0.0006567773,0.027371591986402086,5.667215535515233,0.0
-1179.0015558668174,-36818.420239277795,-13640.764359348019,242.0,20,5,24200,False,100,5,86329d392c004d38b43863731b803eb9,2021-06-06_15-12-37,1622981557,11.215191125869751,49.43232774734497,25002,hany606,192.168.0.107,49.43232774734497,0,5,4c6e4_00000,"[-7189.245711306495, -19785.837179010003, -7926.013823218292, -24446.64984247635, -9887.52046312337, -14645.010860194983, -5807.539071536231, -2662.8343756870913, -7464.419688204759, -17001.14855617767, -21157.404123900593, -12962.828876645865, -11466.624047115945, -9154.948184086099, -7669.067817601577, -3630.43403072273, -4039.7404840744093, -24628.210544230627, -25640.863412652743, -13208.657996643613, -1988.0530720141007, -17646.770759781994, -24189.177191336305, -9051.045237073431, -13338.485447343628, -1187.6318132424703, -3102.002132555937, -9486.519689058323, -10513.197350722368, -7000.180361726427, -21940.844514101496, -1238.9839360314463, -17704.730465080782, -21947.89032801529, -5321.308900009556, -20250.58050021262, -3566.8052528873186, -15859.98078496529, -15340.015942854445, -6826.613227912598, -22145.4866881397, -25555.052994284662, -21446.34456413888, -18573.562433804655, -14882.072573690919, -9488.869739608546, -20604.989401342973, -19308.764944840674, -23827.732251669164, -11698.160342867957, -14289.078770394524, -6077.224445969952, -8599.527510461627, -29295.364122815387, -19377.381508316157, -27012.24709313071, -2975.3393318482226, -9431.24132600716, -11830.559020608875, -26860.883688212558, -13638.424180404601, -12416.256656970465, -17091.204111803316, -23637.120605624506, -3253.7046785953207, -19313.68119058812, -21217.185120612343, -5078.334152914813, -25859.124147946724, -12678.309899727752, -16055.769916788213, -1494.974356527606, -16830.799674025402, -17883.42000669465, -1179.0015558668174, -21727.81224131798, -21265.28990435163, -12252.814342588415, -17349.675695647013, -6274.1910017381815, -1749.0958229573837, -6073.52829521593, -1518.7486408981356, -10861.671506101779, -13095.239630998038, -13036.313307048262, -31935.008008610268, -12320.267379294868, -11270.661029557054, -18536.8238412611, -17262.64472721403, -7083.201105558539, -16691.112594147726, -3412.9629787885206, -10701.4422740284, -11120.319578621711, -10676.904500535144, -36818.420239277795, -8909.612842320481, -13349.665443943837]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.7973460500516139,0.20099889446635946,1.0267674166092682,0.07700690217553187,2283.345,2119.698,7594.761,637.281,2.634,24200,24200,47.550000000000004,84.17857142857144,0.26142857142857145,0.43243536039289326,0.0,0.30000000000000016,4.999999999999999e-05,24098007.63157895,-0.01663664346070666,24098008.10526316,4.896208e-05,0.01259915677732543,5.666810424704301,0.0
-1179.0015558668174,-36818.420239277795,-13807.131249148257,242.0,20,5,29040,False,120,6,86329d392c004d38b43863731b803eb9,2021-06-06_15-12-47,1622981567,10.468810558319092,59.90113830566406,25002,hany606,192.168.0.107,59.90113830566406,0,6,4c6e4_00000,"[-5252.134861928011, -12150.009485930863, -19402.907460561706, -14031.328206834713, -6708.615077281412, -14346.38435520455, -5743.30648698874, -1838.5305592920022, -17229.91568026854, -15213.982258039545, -3660.496136586469, -1751.8024910768113, -1790.4817141837855, -10208.744374473905, -16722.097649394298, -14642.235640872748, -13915.983328668735, -25108.854600472612, -12086.563360884102, -32333.132158006625, -22145.4866881397, -25555.052994284662, -21446.34456413888, -18573.562433804655, -14882.072573690919, -9488.869739608546, -20604.989401342973, -19308.764944840674, -23827.732251669164, -11698.160342867957, -14289.078770394524, -6077.224445969952, -8599.527510461627, -29295.364122815387, -19377.381508316157, -27012.24709313071, -2975.3393318482226, -9431.24132600716, -11830.559020608875, -26860.883688212558, -13638.424180404601, -12416.256656970465, -17091.204111803316, -23637.120605624506, -3253.7046785953207, -19313.68119058812, -21217.185120612343, -5078.334152914813, -25859.124147946724, -12678.309899727752, -16055.769916788213, -1494.974356527606, -16830.799674025402, -17883.42000669465, -1179.0015558668174, -21727.81224131798, -21265.28990435163, -12252.814342588415, -17349.675695647013, -6274.1910017381815, -1749.0958229573837, -6073.52829521593, -1518.7486408981356, -10861.671506101779, -13095.239630998038, -13036.313307048262, -31935.008008610268, -12320.267379294868, -11270.661029557054, -18536.8238412611, -17262.64472721403, -7083.201105558539, -16691.112594147726, -3412.9629787885206, -10701.4422740284, -11120.319578621711, -10676.904500535144, -36818.420239277795, -8909.612842320481, -13349.665443943837, -7189.245711306495, -19785.837179010003, -7926.013823218292, -24446.64984247635, -9887.52046312337, -14645.010860194983, -5807.539071536231, -2662.8343756870913, -7464.419688204759, -17001.14855617767, -21157.404123900593, -12962.828876645865, -11466.624047115945, -9154.948184086099, -7669.067817601577, -3630.43403072273, -4039.7404840744093, -24628.210544230627, -25640.863412652743, -13208.657996643613]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.7872885998138631,0.206604674299671,1.052982283531088,0.07868361822949387,2371.626,2040.794,7603.671,636.535,2.577,29040,29040,42.099999999999994,83.39230769230768,0.25,0.43460112519768734,0.0,0.30000000000000016,4.999999999999999e-05,25130006.0,-0.01774753991048783,25130006.57894737,-1.1114697e-05,0.013519079277389929,5.65840893042715,0.0
-1179.0015558668174,-36818.420239277795,-12816.151232579492,242.0,20,5,33880,False,140,7,86329d392c004d38b43863731b803eb9,2021-06-06_15-12-57,1622981577,9.872036457061768,69.77317476272583,25002,hany606,192.168.0.107,69.77317476272583,0,7,4c6e4_00000,"[-1640.6807569084956, -10126.426280941614, -1950.6494644366348, -29167.694695399234, -16090.449243837582, -21152.27074255617, -7481.794679755717, -4888.792389602679, -20514.378651427924, -10946.363832417012, -9182.653198636981, -8788.565744296699, -1619.3862463063415, -22675.482763133128, -24700.551488189736, -17185.577976374494, -1365.5079378241828, -12882.14867484528, -6011.3488813360555, -15811.157447050913, -13638.424180404601, -12416.256656970465, -17091.204111803316, -23637.120605624506, -3253.7046785953207, -19313.68119058812, -21217.185120612343, -5078.334152914813, -25859.124147946724, -12678.309899727752, -16055.769916788213, -1494.974356527606, -16830.799674025402, -17883.42000669465, -1179.0015558668174, -21727.81224131798, -21265.28990435163, -12252.814342588415, -17349.675695647013, -6274.1910017381815, -1749.0958229573837, -6073.52829521593, -1518.7486408981356, -10861.671506101779, -13095.239630998038, -13036.313307048262, -31935.008008610268, -12320.267379294868, -11270.661029557054, -18536.8238412611, -17262.64472721403, -7083.201105558539, -16691.112594147726, -3412.9629787885206, -10701.4422740284, -11120.319578621711, -10676.904500535144, -36818.420239277795, -8909.612842320481, -13349.665443943837, -7189.245711306495, -19785.837179010003, -7926.013823218292, -24446.64984247635, -9887.52046312337, -14645.010860194983, -5807.539071536231, -2662.8343756870913, -7464.419688204759, -17001.14855617767, -21157.404123900593, -12962.828876645865, -11466.624047115945, -9154.948184086099, -7669.067817601577, -3630.43403072273, -4039.7404840744093, -24628.210544230627, -25640.863412652743, -13208.657996643613, -5252.134861928011, -12150.009485930863, -19402.907460561706, -14031.328206834713, -6708.615077281412, -14346.38435520455, -5743.30648698874, -1838.5305592920022, -17229.91568026854, -15213.982258039545, -3660.496136586469, -1751.8024910768113, -1790.4817141837855, -10208.744374473905, -16722.097649394298, -14642.235640872748, -13915.983328668735, -25108.854600472612, -12086.563360884102, -32333.132158006625]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.8011708114853018,0.2140402818376289,1.0908678896141495,0.08130542286891032,2389.051,2025.909,7570.559,639.319,2.549,33880,33880,32.7,83.08461538461539,0.30230769230769233,0.43567706307847864,0.0,0.30000000000000016,4.999999999999999e-05,25530651.210526317,-0.01551444323635415,25530651.63157895,2.1111024e-05,0.011681430997621072,5.724945884001882,0.0
-1365.5079378241828,-36818.420239277795,-13004.061172752605,242.0,20,5,38720,False,160,8,86329d392c004d38b43863731b803eb9,2021-06-06_15-13-06,1622981586,8.630043983459473,78.4032187461853,25002,hany606,192.168.0.107,78.4032187461853,0,8,4c6e4_00000,"[-8314.844676958211, -21113.616384702153, -18663.11817065621, -31289.4521732706, -2497.2310633487364, -17549.419152409566, -9964.97082966525, -2272.837023002054, -12249.28706980141, -13177.858867795669, -21248.853259699477, -16560.31767516676, -6728.229514306836, -22073.686216055867, -20297.900562781593, -16402.93406061216, -19741.859033220248, -17907.944212713413, -12873.74094893947, -14359.98656293913, -1749.0958229573837, -6073.52829521593, -1518.7486408981356, -10861.671506101779, -13095.239630998038, -13036.313307048262, -31935.008008610268, -12320.267379294868, -11270.661029557054, -18536.8238412611, -17262.64472721403, -7083.201105558539, -16691.112594147726, -3412.9629787885206, -10701.4422740284, -11120.319578621711, -10676.904500535144, -36818.420239277795, -8909.612842320481, -13349.665443943837, -7189.245711306495, -19785.837179010003, -7926.013823218292, -24446.64984247635, -9887.52046312337, -14645.010860194983, -5807.539071536231, -2662.8343756870913, -7464.419688204759, -17001.14855617767, -21157.404123900593, -12962.828876645865, -11466.624047115945, -9154.948184086099, -7669.067817601577, -3630.43403072273, -4039.7404840744093, -24628.210544230627, -25640.863412652743, -13208.657996643613, -5252.134861928011, -12150.009485930863, -19402.907460561706, -14031.328206834713, -6708.615077281412, -14346.38435520455, -5743.30648698874, -1838.5305592920022, -17229.91568026854, -15213.982258039545, -3660.496136586469, -1751.8024910768113, -1790.4817141837855, -10208.744374473905, -16722.097649394298, -14642.235640872748, -13915.983328668735, -25108.854600472612, -12086.563360884102, -32333.132158006625, -1640.6807569084956, -10126.426280941614, -1950.6494644366348, -29167.694695399234, -16090.449243837582, -21152.27074255617, -7481.794679755717, -4888.792389602679, -20514.378651427924, -10946.363832417012, -9182.653198636981, -8788.565744296699, -1619.3862463063415, -22675.482763133128, -24700.551488189736, -17185.577976374494, -1365.5079378241828, -12882.14867484528, -6011.3488813360555, -15811.157447050913]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.8142938835973772,0.2210401793554274,1.1199045597604758,0.08333109081611853,2361.003,2049.976,7431.628,651.27,2.5,38720,38720,26.1,83.02727272727272,0.22999999999999998,0.4338327664920183,0.0,0.30000000000000016,4.999999999999999e-05,33258108.210526317,-0.020495010490872358,33258108.736842107,2.610056e-06,0.014674587885996229,5.776684735950671,0.0
-1278.2293102902881,-32333.132158006625,-12524.745790032739,242.0,20,5,43560,False,180,9,86329d392c004d38b43863731b803eb9,2021-06-06_15-13-15,1622981595,8.977797031402588,87.38101577758789,25002,hany606,192.168.0.107,87.38101577758789,0,9,4c6e4_00000,"[-16660.870373967307, -12217.309869298155, -13118.99626584125, -7299.398557639496, -9794.520979515934, -1713.5514960939868, -15084.031458496434, -4997.581987700719, -1339.7588588686144, -15673.714901635682, -15269.891013483018, -12655.111091892533, -12647.081896258793, -1278.2293102902881, -11959.846673483096, -8650.921869891452, -12022.847646901482, -12287.780158931497, -18931.767721253615, -4888.893342949102, -7189.245711306495, -19785.837179010003, -7926.013823218292, -24446.64984247635, -9887.52046312337, -14645.010860194983, -5807.539071536231, -2662.8343756870913, -7464.419688204759, -17001.14855617767, -21157.404123900593, -12962.828876645865, -11466.624047115945, -9154.948184086099, -7669.067817601577, -3630.43403072273, -4039.7404840744093, -24628.210544230627, -25640.863412652743, -13208.657996643613, -5252.134861928011, -12150.009485930863, -19402.907460561706, -14031.328206834713, -6708.615077281412, -14346.38435520455, -5743.30648698874, -1838.5305592920022, -17229.91568026854, -15213.982258039545, -3660.496136586469, -1751.8024910768113, -1790.4817141837855, -10208.744374473905, -16722.097649394298, -14642.235640872748, -13915.983328668735, -25108.854600472612, -12086.563360884102, -32333.132158006625, -1640.6807569084956, -10126.426280941614, -1950.6494644366348, -29167.694695399234, -16090.449243837582, -21152.27074255617, -7481.794679755717, -4888.792389602679, -20514.378651427924, -10946.363832417012, -9182.653198636981, -8788.565744296699, -1619.3862463063415, -22675.482763133128, -24700.551488189736, -17185.577976374494, -1365.5079378241828, -12882.14867484528, -6011.3488813360555, -15811.157447050913, -8314.844676958211, -21113.616384702153, -18663.11817065621, -31289.4521732706, -2497.2310633487364, -17549.419152409566, -9964.97082966525, -2272.837023002054, -12249.28706980141, -13177.858867795669, -21248.853259699477, -16560.31767516676, -6728.229514306836, -22073.686216055867, -20297.900562781593, -16402.93406061216, -19741.859033220248, -17907.944212713413, -12873.74094893947, -14359.98656293913]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.8214267621227559,0.22591842065780263,1.1368317625361053,0.08440650752921604,2345.271,2063.728,7356.062,657.961,2.502,43560,43560,27.281818181818178,83.26363636363637,0.2409090909090909,0.4323160829733125,0.0,0.30000000000000016,4.999999999999999e-05,16035225.47368421,-0.01892583425107755,16035225.736842105,6.6647403e-06,0.012517777026483887,5.582337755905955,0.0
-1278.2293102902881,-32333.132158006625,-12192.445564363092,242.0,20,5,48400,False,200,10,86329d392c004d38b43863731b803eb9,2021-06-06_15-13-25,1622981605,10.43754506111145,97.81856083869934,25002,hany606,192.168.0.107,97.81856083869934,0,10,4c6e4_00000,"[-10818.928518762415, -1539.2668793754638, -3827.9544453860503, -2324.819036926418, -7065.865681524464, -25611.04620903916, -5135.671567768053, -22330.121143023913, -4675.385929333372, -5453.897066306881, -9310.647287874823, -19124.977449095568, -27016.684656017937, -17610.319272320576, -30560.21349272714, -6306.660651214445, -10440.28846112873, -2698.283980343301, -1850.564119722506, -3443.3806737537006, -5252.134861928011, -12150.009485930863, -19402.907460561706, -14031.328206834713, -6708.615077281412, -14346.38435520455, -5743.30648698874, -1838.5305592920022, -17229.91568026854, -15213.982258039545, -3660.496136586469, -1751.8024910768113, -1790.4817141837855, -10208.744374473905, -16722.097649394298, -14642.235640872748, -13915.983328668735, -25108.854600472612, -12086.563360884102, -32333.132158006625, -1640.6807569084956, -10126.426280941614, -1950.6494644366348, -29167.694695399234, -16090.449243837582, -21152.27074255617, -7481.794679755717, -4888.792389602679, -20514.378651427924, -10946.363832417012, -9182.653198636981, -8788.565744296699, -1619.3862463063415, -22675.482763133128, -24700.551488189736, -17185.577976374494, -1365.5079378241828, -12882.14867484528, -6011.3488813360555, -15811.157447050913, -8314.844676958211, -21113.616384702153, -18663.11817065621, -31289.4521732706, -2497.2310633487364, -17549.419152409566, -9964.97082966525, -2272.837023002054, -12249.28706980141, -13177.858867795669, -21248.853259699477, -16560.31767516676, -6728.229514306836, -22073.686216055867, -20297.900562781593, -16402.93406061216, -19741.859033220248, -17907.944212713413, -12873.74094893947, -14359.98656293913, -16660.870373967307, -12217.309869298155, -13118.99626584125, -7299.398557639496, -9794.520979515934, -1713.5514960939868, -15084.031458496434, -4997.581987700719, -1339.7588588686144, -15673.714901635682, -15269.891013483018, -12655.111091892533, -12647.081896258793, -1278.2293102902881, -11959.846673483096, -8650.921869891452, -12022.847646901482, -12287.780158931497, -18931.767721253615, -4888.893342949102]","[242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242, 242]",0.8222390396300042,0.22898587988551738,1.1439106370133358,0.08488378786088027,2365.087,2046.436,7409.18,653.244,2.463,48400,48400,31.44285714285715,83.46428571428571,0.4021428571428571,0.4375150464634792,0.0,0.30000000000000016,4.999999999999999e-05,23748158.36842105,-0.019013220052185812,23748158.842105262,7.1996135e-07,0.014208154532274133,5.7109999280226855,0.0
